Loan_ID,Borrower_Name,Loan_Amount,Outstanding_Balance,Risk_Rating,Loan_Type,Origination_Date,Maturity_Date,Interest_Rate,Current_Status,Borrower_Industry,Credit_Score,Annual_Income,LTV_Ratio,Collateral_Type,Country,State,Reporting_Date
LN009226,Borrower_9226,349407,144949,Low,Personal,2040-04-04,2050-04-05,8.67,Default,Manufacturing,821,386192,0.85,Equipment,Canada,IL,2049-04-04
LN009227,Borrower_9227,299311,277383,High,Personal,2040-04-05,2050-04-06,3.13,Default,Manufacturing,321,285180,0.69,Inventory,UK,NC,2049-04-05
LN009228,Borrower_9228,115957,481187,Low,Mortgage,2040-04-06,2050-04-07,2.96,Current,Retail,456,198415,0.13,Equipment,UK,PA,2049-04-06
LN009229,Borrower_9229,20479,28313,High,Commercial,2040-04-07,2050-04-08,8.7,Default,Healthcare,561,263913,0.36,Equipment,Germany,IL,2049-04-07
LN009230,Borrower_9230,124392,495106,High,Mortgage,2040-04-08,2050-04-09,5.19,Current,Retail,409,127235,0.38,Equipment,Canada,GA,2049-04-08
LN009231,Borrower_9231,167448,43103,High,Mortgage,2040-04-09,2050-04-10,2.62,Delinquent,Retail,800,28513,0.41,Inventory,Germany,PA,2049-04-09
LN009232,Borrower_9232,140895,180480,High,Personal,2040-04-10,2050-04-11,6.2,Delinquent,Manufacturing,665,383428,0.45,None,UK,NC,2049-04-10
LN009233,Borrower_9233,261228,477467,Medium,Commercial,2040-04-11,2050-04-12,8.47,Delinquent,Healthcare,312,239789,0.95,Real Estate,France,CA,2049-04-11
LN009234,Borrower_9234,206528,89771,Low,Personal,2040-04-12,2050-04-13,7.43,Default,Manufacturing,362,329385,0.77,Inventory,Canada,IL,2049-04-12
LN009235,Borrower_9235,286729,127228,Medium,Mortgage,2040-04-13,2050-04-14,4.19,Delinquent,Retail,323,295559,0.72,None,Canada,NC,2049-04-13
LN009236,Borrower_9236,239847,92665,Medium,Commercial,2040-04-14,2050-04-15,9.75,Current,Healthcare,652,251743,0.48,Equipment,France,GA,2049-04-14
LN009237,Borrower_9237,415488,273678,Medium,Auto,2040-04-15,2050-04-16,11.38,Current,Manufacturing,639,342472,0.4,None,France,NY,2049-04-15
LN009238,Borrower_9238,293763,494326,High,Personal,2040-04-16,2050-04-17,10.94,Default,Technology,318,269462,0.21,None,Canada,NC,2049-04-16
LN009239,Borrower_9239,342213,306204,High,Auto,2040-04-17,2050-04-18,7.42,Current,Technology,387,343268,0.51,Real Estate,Canada,NY,2049-04-17
LN009240,Borrower_9240,307039,280333,Medium,Auto,2040-04-18,2050-04-19,4.22,Current,Finance,449,467112,0.28,None,Canada,FL,2049-04-18
LN009241,Borrower_9241,270864,391575,Medium,Auto,2040-04-19,2050-04-20,8.74,Delinquent,Finance,391,122801,0.45,Inventory,UK,OH,2049-04-19
LN009242,Borrower_9242,286411,87067,Low,Auto,2040-04-20,2050-04-21,13.63,Current,Healthcare,444,53911,0.24,Real Estate,Canada,GA,2049-04-20
LN009243,Borrower_9243,151768,274111,Medium,Commercial,2040-04-21,2050-04-22,8.36,Delinquent,Finance,474,108132,0.41,Real Estate,USA,CA,2049-04-21
LN009244,Borrower_9244,166040,214063,High,Personal,2040-04-22,2050-04-23,4.95,Delinquent,Healthcare,690,26205,0.14,Real Estate,Canada,GA,2049-04-22
LN009245,Borrower_9245,320508,328707,Medium,Commercial,2040-04-23,2050-04-24,3.66,Current,Retail,444,226479,0.11,Equipment,France,FL,2049-04-23
LN009246,Borrower_9246,421561,271804,Low,Personal,2040-04-24,2050-04-25,14.3,Current,Technology,759,232705,0.88,Equipment,USA,NY,2049-04-24
LN009247,Borrower_9247,56567,381815,Low,Personal,2040-04-25,2050-04-26,11.79,Default,Healthcare,434,235160,0.68,Real Estate,France,OH,2049-04-25
LN009248,Borrower_9248,96229,485091,Medium,Personal,2040-04-26,2050-04-27,6.41,Default,Retail,840,436259,0.63,Real Estate,France,IL,2049-04-26
LN009249,Borrower_9249,459823,130909,Low,Commercial,2040-04-27,2050-04-28,6.19,Current,Technology,536,445364,0.56,Equipment,Germany,NY,2049-04-27
LN009250,Borrower_9250,417601,434039,Low,Mortgage,2040-04-28,2050-04-29,13.69,Delinquent,Manufacturing,641,194710,0.75,Equipment,Canada,NY,2049-04-28
LN009251,Borrower_9251,481874,450058,High,Auto,2040-04-29,2050-04-30,4.72,Delinquent,Retail,340,211857,0.76,Equipment,Canada,NC,2049-04-29
LN009252,Borrower_9252,465116,141688,Low,Mortgage,2040-04-30,2050-05-01,9.19,Default,Manufacturing,545,33543,0.94,Equipment,Canada,CA,2049-04-30
LN009253,Borrower_9253,204316,76976,Low,Mortgage,2040-05-01,2050-05-02,11.42,Delinquent,Finance,758,96971,0.32,Equipment,France,OH,2049-05-01
LN009254,Borrower_9254,201497,234208,Medium,Mortgage,2040-05-02,2050-05-03,7.45,Default,Healthcare,503,222445,0.81,Equipment,USA,OH,2049-05-02
LN009255,Borrower_9255,345662,180810,High,Auto,2040-05-03,2050-05-04,3.0,Delinquent,Technology,772,195322,0.99,Inventory,Canada,TX,2049-05-03
LN009256,Borrower_9256,87844,276251,Low,Mortgage,2040-05-04,2050-05-05,5.35,Current,Finance,357,235664,0.13,Equipment,Canada,CA,2049-05-04
LN009257,Borrower_9257,168991,193476,Medium,Auto,2040-05-05,2050-05-06,13.77,Current,Retail,488,79723,0.44,None,USA,NC,2049-05-05
LN009258,Borrower_9258,95697,95182,Medium,Auto,2040-05-06,2050-05-07,9.04,Delinquent,Finance,347,372154,0.49,None,USA,MI,2049-05-06
LN009259,Borrower_9259,62196,244153,Medium,Auto,2040-05-07,2050-05-08,12.69,Default,Manufacturing,389,344855,0.84,Real Estate,Canada,OH,2049-05-07
LN009260,Borrower_9260,120600,354931,Medium,Personal,2040-05-08,2050-05-09,9.45,Current,Manufacturing,822,37569,0.11,None,Germany,GA,2049-05-08
LN009261,Borrower_9261,105625,279098,Medium,Personal,2040-05-09,2050-05-10,14.3,Default,Healthcare,787,238883,0.64,None,Canada,GA,2049-05-09
LN009262,Borrower_9262,477617,280087,Medium,Mortgage,2040-05-10,2050-05-11,13.86,Current,Finance,844,321034,0.9,Inventory,Canada,NY,2049-05-10
LN009263,Borrower_9263,398711,41725,Low,Personal,2040-05-11,2050-05-12,8.54,Delinquent,Technology,479,437259,0.23,Equipment,France,CA,2049-05-11
LN009264,Borrower_9264,311899,308578,High,Auto,2040-05-12,2050-05-13,6.48,Current,Manufacturing,415,449362,0.2,Equipment,UK,OH,2049-05-12
LN009265,Borrower_9265,465900,348895,High,Personal,2040-05-13,2050-05-14,10.02,Delinquent,Retail,327,400801,1.0,None,Canada,MI,2049-05-13
LN009266,Borrower_9266,38324,11110,Medium,Auto,2040-05-14,2050-05-15,10.94,Default,Finance,414,397577,0.84,Equipment,France,PA,2049-05-14
LN009267,Borrower_9267,346073,499864,Medium,Commercial,2040-05-15,2050-05-16,8.73,Current,Technology,519,76297,0.73,Equipment,UK,IL,2049-05-15
LN009268,Borrower_9268,399768,481307,High,Personal,2040-05-16,2050-05-17,12.78,Default,Technology,478,61375,0.46,Real Estate,France,PA,2049-05-16
LN009269,Borrower_9269,56272,279606,Low,Mortgage,2040-05-17,2050-05-18,4.79,Default,Technology,693,326049,0.87,Real Estate,France,CA,2049-05-17
LN009270,Borrower_9270,434069,342376,Medium,Commercial,2040-05-18,2050-05-19,6.68,Delinquent,Technology,365,430169,0.93,Inventory,Germany,GA,2049-05-18
LN009271,Borrower_9271,254264,186153,High,Commercial,2040-05-19,2050-05-20,11.08,Default,Manufacturing,321,417461,0.76,Real Estate,USA,NC,2049-05-19
LN009272,Borrower_9272,168996,447015,High,Personal,2040-05-20,2050-05-21,5.58,Current,Healthcare,635,218674,0.46,Equipment,USA,FL,2049-05-20
LN009273,Borrower_9273,341606,67567,Medium,Personal,2040-05-21,2050-05-22,8.0,Delinquent,Finance,400,109817,0.63,Equipment,France,GA,2049-05-21
LN009274,Borrower_9274,232459,483517,High,Mortgage,2040-05-22,2050-05-23,14.55,Delinquent,Manufacturing,651,278067,0.19,Inventory,USA,MI,2049-05-22
LN009275,Borrower_9275,159961,183296,Low,Commercial,2040-05-23,2050-05-24,10.32,Delinquent,Healthcare,475,108419,0.24,None,Canada,NC,2049-05-23
LN009276,Borrower_9276,241538,390569,High,Auto,2040-05-24,2050-05-25,14.36,Default,Technology,571,36273,0.8,Inventory,Germany,FL,2049-05-24
LN009277,Borrower_9277,59675,319207,Medium,Personal,2040-05-25,2050-05-26,11.53,Current,Retail,348,185809,0.13,Equipment,Germany,IL,2049-05-25
LN009278,Borrower_9278,78591,114394,Medium,Commercial,2040-05-26,2050-05-27,11.56,Current,Technology,653,424493,0.14,None,USA,NC,2049-05-26
LN009279,Borrower_9279,468406,318384,High,Commercial,2040-05-27,2050-05-28,9.9,Current,Healthcare,611,266547,0.56,Real Estate,USA,OH,2049-05-27
LN009280,Borrower_9280,158706,344496,High,Auto,2040-05-28,2050-05-29,4.28,Delinquent,Healthcare,653,317260,0.25,Inventory,Germany,IL,2049-05-28
LN009281,Borrower_9281,299507,149940,Medium,Commercial,2040-05-29,2050-05-30,9.0,Delinquent,Retail,336,288119,0.36,None,France,CA,2049-05-29
LN009282,Borrower_9282,199824,470189,Low,Personal,2040-05-30,2050-05-31,5.66,Current,Manufacturing,648,371534,0.46,Inventory,France,MI,2049-05-30
LN009283,Borrower_9283,344148,344133,High,Auto,2040-05-31,2050-06-01,14.98,Default,Retail,653,49934,0.57,Real Estate,France,NC,2049-05-31
LN009284,Borrower_9284,454614,23222,Low,Personal,2040-06-01,2050-06-02,5.84,Delinquent,Technology,843,276824,0.36,None,Canada,MI,2049-06-01
LN009285,Borrower_9285,234530,80794,Low,Mortgage,2040-06-02,2050-06-03,5.38,Current,Finance,663,228926,0.54,Inventory,France,MI,2049-06-02
LN009286,Borrower_9286,307862,64924,Medium,Commercial,2040-06-03,2050-06-04,10.3,Default,Manufacturing,576,477651,0.43,Real Estate,France,NC,2049-06-03
LN009287,Borrower_9287,118627,100854,Medium,Personal,2040-06-04,2050-06-05,8.89,Delinquent,Finance,502,318083,0.17,Equipment,USA,MI,2049-06-04
LN009288,Borrower_9288,218988,341657,Medium,Personal,2040-06-05,2050-06-06,2.77,Delinquent,Finance,808,63470,0.88,None,UK,PA,2049-06-05
LN009289,Borrower_9289,294014,261038,Low,Mortgage,2040-06-06,2050-06-07,4.12,Delinquent,Manufacturing,474,193613,0.35,Real Estate,France,NC,2049-06-06
LN009290,Borrower_9290,42394,317793,Medium,Commercial,2040-06-07,2050-06-08,12.64,Current,Technology,510,422310,0.65,Inventory,France,CA,2049-06-07
LN009291,Borrower_9291,319201,366130,Medium,Personal,2040-06-08,2050-06-09,8.55,Delinquent,Healthcare,552,188752,0.61,Equipment,UK,FL,2049-06-08
LN009292,Borrower_9292,84795,244815,Low,Auto,2040-06-09,2050-06-10,4.33,Delinquent,Technology,653,274358,0.28,Inventory,France,CA,2049-06-09
LN009293,Borrower_9293,347553,346893,Low,Personal,2040-06-10,2050-06-11,8.32,Default,Healthcare,617,160252,0.13,None,UK,CA,2049-06-10
LN009294,Borrower_9294,280160,234127,Low,Personal,2040-06-11,2050-06-12,5.66,Current,Healthcare,665,407624,0.87,Real Estate,UK,GA,2049-06-11
LN009295,Borrower_9295,47137,142295,Low,Personal,2040-06-12,2050-06-13,5.29,Default,Manufacturing,453,129443,0.55,Inventory,France,GA,2049-06-12
LN009296,Borrower_9296,398369,180238,High,Personal,2040-06-13,2050-06-14,14.47,Delinquent,Manufacturing,595,22142,0.47,Inventory,Canada,IL,2049-06-13
LN009297,Borrower_9297,143925,40369,Medium,Commercial,2040-06-14,2050-06-15,7.03,Current,Retail,830,51313,0.79,Real Estate,France,TX,2049-06-14
LN009298,Borrower_9298,17379,349523,High,Personal,2040-06-15,2050-06-16,3.08,Current,Finance,840,180876,0.13,None,Canada,GA,2049-06-15
LN009299,Borrower_9299,414008,332536,Low,Mortgage,2040-06-16,2050-06-17,14.63,Delinquent,Finance,664,437950,0.79,None,France,OH,2049-06-16
LN009300,Borrower_9300,126169,453742,Low,Personal,2040-06-17,2050-06-18,12.44,Current,Finance,640,390734,0.47,None,Canada,FL,2049-06-17
LN009301,Borrower_9301,174439,275805,Low,Auto,2040-06-18,2050-06-19,5.68,Current,Finance,565,288643,0.6,Equipment,France,TX,2049-06-18
LN009302,Borrower_9302,154172,147663,Low,Auto,2040-06-19,2050-06-20,7.61,Default,Retail,474,468017,0.78,Equipment,Germany,MI,2049-06-19
LN009303,Borrower_9303,131082,334862,Low,Personal,2040-06-20,2050-06-21,13.28,Current,Healthcare,807,450281,0.59,None,Germany,PA,2049-06-20
LN009304,Borrower_9304,380233,187307,Medium,Personal,2040-06-21,2050-06-22,6.97,Current,Retail,663,292933,0.16,Inventory,UK,FL,2049-06-21
LN009305,Borrower_9305,461672,271114,High,Mortgage,2040-06-22,2050-06-23,9.59,Default,Manufacturing,550,285900,0.76,Real Estate,USA,GA,2049-06-22
LN009306,Borrower_9306,16049,48922,High,Mortgage,2040-06-23,2050-06-24,9.19,Delinquent,Technology,818,105019,0.81,Inventory,Germany,NY,2049-06-23
LN009307,Borrower_9307,399002,494614,Medium,Commercial,2040-06-24,2050-06-25,7.52,Default,Healthcare,785,52698,0.52,Equipment,Germany,IL,2049-06-24
LN009308,Borrower_9308,468120,293899,Medium,Commercial,2040-06-25,2050-06-26,10.49,Delinquent,Healthcare,496,381489,0.5,Real Estate,France,TX,2049-06-25
LN009309,Borrower_9309,166771,121926,Medium,Auto,2040-06-26,2050-06-27,8.42,Delinquent,Retail,574,260606,0.33,Inventory,USA,CA,2049-06-26
LN009310,Borrower_9310,389928,20416,High,Personal,2040-06-27,2050-06-28,2.77,Delinquent,Manufacturing,665,350741,0.68,None,France,IL,2049-06-27
LN009311,Borrower_9311,314835,14672,High,Personal,2040-06-28,2050-06-29,12.68,Default,Manufacturing,844,94760,0.89,Inventory,France,TX,2049-06-28
LN009312,Borrower_9312,173112,477684,Low,Mortgage,2040-06-29,2050-06-30,3.91,Delinquent,Healthcare,834,119178,0.69,Real Estate,UK,OH,2049-06-29
LN009313,Borrower_9313,254527,129145,High,Mortgage,2040-06-30,2050-07-01,8.3,Default,Retail,554,404527,0.79,Inventory,France,NY,2049-06-30
LN009314,Borrower_9314,229062,179068,High,Commercial,2040-07-01,2050-07-02,9.75,Default,Finance,385,127837,0.85,Equipment,France,IL,2049-07-01
LN009315,Borrower_9315,62986,337239,Medium,Commercial,2040-07-02,2050-07-03,11.32,Delinquent,Healthcare,480,136607,0.3,Real Estate,UK,OH,2049-07-02
LN009316,Borrower_9316,436978,1064,High,Auto,2040-07-03,2050-07-04,7.63,Delinquent,Finance,448,24135,0.46,Inventory,France,PA,2049-07-03
LN009317,Borrower_9317,159672,69835,Low,Mortgage,2040-07-04,2050-07-05,11.69,Default,Technology,637,402424,0.49,Equipment,USA,CA,2049-07-04
LN009318,Borrower_9318,361918,202457,High,Personal,2040-07-05,2050-07-06,4.14,Default,Manufacturing,390,188548,0.6,Equipment,UK,IL,2049-07-05
LN009319,Borrower_9319,226849,399855,Medium,Mortgage,2040-07-06,2050-07-07,10.67,Delinquent,Healthcare,848,174717,0.14,Equipment,Germany,TX,2049-07-06
LN009320,Borrower_9320,418026,248795,Medium,Mortgage,2040-07-07,2050-07-08,12.83,Delinquent,Technology,348,68110,0.63,Inventory,France,CA,2049-07-07
LN009321,Borrower_9321,221775,405271,Low,Mortgage,2040-07-08,2050-07-09,13.62,Delinquent,Finance,338,110169,0.18,Inventory,USA,MI,2049-07-08
LN009322,Borrower_9322,485563,453436,Low,Commercial,2040-07-09,2050-07-10,9.74,Default,Healthcare,841,457185,0.83,Real Estate,Canada,CA,2049-07-09
LN009323,Borrower_9323,110315,350738,High,Personal,2040-07-10,2050-07-11,6.41,Default,Technology,505,419977,0.97,None,UK,FL,2049-07-10
LN009324,Borrower_9324,324348,423643,Low,Personal,2040-07-11,2050-07-12,4.54,Default,Healthcare,525,124797,0.36,None,UK,MI,2049-07-11
LN009325,Borrower_9325,287229,117916,Low,Commercial,2040-07-12,2050-07-13,6.82,Delinquent,Technology,737,154682,0.56,Real Estate,France,NC,2049-07-12
LN009326,Borrower_9326,182926,383452,Medium,Commercial,2040-07-13,2050-07-14,9.25,Current,Technology,331,54860,0.84,None,France,GA,2049-07-13
LN009327,Borrower_9327,473013,345660,Medium,Personal,2040-07-14,2050-07-15,4.95,Current,Finance,394,381421,0.38,None,UK,PA,2049-07-14
LN009328,Borrower_9328,220341,327810,High,Auto,2040-07-15,2050-07-16,14.41,Current,Manufacturing,732,186302,0.24,Real Estate,France,IL,2049-07-15
LN009329,Borrower_9329,175851,196346,High,Mortgage,2040-07-16,2050-07-17,13.71,Current,Retail,301,341571,0.77,Real Estate,France,FL,2049-07-16
LN009330,Borrower_9330,192279,381438,High,Personal,2040-07-17,2050-07-18,2.91,Current,Technology,810,246214,0.73,Real Estate,USA,NY,2049-07-17
LN009331,Borrower_9331,230687,274010,High,Commercial,2040-07-18,2050-07-19,9.52,Default,Manufacturing,602,156497,0.61,Equipment,USA,NC,2049-07-18
LN009332,Borrower_9332,301124,4889,Medium,Personal,2040-07-19,2050-07-20,12.37,Delinquent,Retail,786,214397,0.95,Real Estate,USA,IL,2049-07-19
LN009333,Borrower_9333,323261,119194,High,Mortgage,2040-07-20,2050-07-21,5.57,Delinquent,Finance,834,34373,0.96,Equipment,Germany,FL,2049-07-20
LN009334,Borrower_9334,150213,125714,High,Personal,2040-07-21,2050-07-22,9.05,Delinquent,Healthcare,689,235278,0.88,Inventory,UK,PA,2049-07-21
LN009335,Borrower_9335,145416,442442,Low,Commercial,2040-07-22,2050-07-23,7.57,Delinquent,Manufacturing,596,96682,0.36,Real Estate,UK,PA,2049-07-22
LN009336,Borrower_9336,20896,32335,High,Auto,2040-07-23,2050-07-24,4.96,Delinquent,Healthcare,811,79216,0.3,None,France,OH,2049-07-23
LN009337,Borrower_9337,94353,51547,Low,Commercial,2040-07-24,2050-07-25,10.18,Current,Healthcare,524,181353,0.85,None,France,FL,2049-07-24
LN009338,Borrower_9338,34813,158234,Medium,Auto,2040-07-25,2050-07-26,14.92,Delinquent,Retail,509,167122,0.69,None,UK,NY,2049-07-25
LN009339,Borrower_9339,220503,221521,High,Mortgage,2040-07-26,2050-07-27,7.07,Delinquent,Manufacturing,411,284358,0.46,None,France,TX,2049-07-26
LN009340,Borrower_9340,70679,156759,Low,Commercial,2040-07-27,2050-07-28,9.4,Current,Technology,802,417050,0.47,Equipment,USA,GA,2049-07-27
LN009341,Borrower_9341,146753,361900,High,Personal,2040-07-28,2050-07-29,6.6,Delinquent,Retail,630,359803,0.87,Inventory,Canada,IL,2049-07-28
LN009342,Borrower_9342,208975,274139,Low,Commercial,2040-07-29,2050-07-30,13.46,Current,Manufacturing,691,127732,0.25,Real Estate,Germany,TX,2049-07-29
LN009343,Borrower_9343,270372,450704,High,Commercial,2040-07-30,2050-07-31,13.31,Current,Technology,812,368891,0.95,Real Estate,USA,MI,2049-07-30
LN009344,Borrower_9344,402798,3631,Medium,Mortgage,2040-07-31,2050-08-01,4.73,Default,Healthcare,750,21686,0.67,Inventory,USA,NY,2049-07-31
LN009345,Borrower_9345,214755,429170,Medium,Auto,2040-08-01,2050-08-02,13.75,Delinquent,Finance,582,191373,0.81,None,France,FL,2049-08-01
LN009346,Borrower_9346,278541,138039,Low,Auto,2040-08-02,2050-08-03,4.39,Delinquent,Finance,664,419680,0.43,Real Estate,Germany,TX,2049-08-02
LN009347,Borrower_9347,437015,351438,Low,Personal,2040-08-03,2050-08-04,3.69,Delinquent,Retail,488,166736,0.63,Inventory,Canada,CA,2049-08-03
LN009348,Borrower_9348,304155,350422,Medium,Commercial,2040-08-04,2050-08-05,10.66,Current,Technology,424,29148,0.77,None,Canada,CA,2049-08-04
LN009349,Borrower_9349,84183,65471,High,Mortgage,2040-08-05,2050-08-06,7.32,Default,Technology,786,185045,0.49,Real Estate,France,IL,2049-08-05
LN009350,Borrower_9350,360398,300260,Low,Auto,2040-08-06,2050-08-07,9.13,Delinquent,Finance,610,324780,0.54,None,Germany,OH,2049-08-06
LN009351,Borrower_9351,442480,355260,Medium,Personal,2040-08-07,2050-08-08,10.66,Current,Technology,707,479719,0.62,Inventory,USA,GA,2049-08-07
LN009352,Borrower_9352,47317,428443,Low,Auto,2040-08-08,2050-08-09,3.16,Current,Manufacturing,617,238194,0.16,Equipment,USA,IL,2049-08-08
LN009353,Borrower_9353,183986,134014,Medium,Personal,2040-08-09,2050-08-10,6.16,Current,Manufacturing,446,417975,0.88,None,UK,CA,2049-08-09
LN009354,Borrower_9354,220705,48664,Medium,Auto,2040-08-10,2050-08-11,8.26,Current,Finance,800,153223,0.88,None,USA,FL,2049-08-10
LN009355,Borrower_9355,369633,160141,Low,Personal,2040-08-11,2050-08-12,5.83,Default,Healthcare,651,373914,0.35,Equipment,Canada,FL,2049-08-11
LN009356,Borrower_9356,181326,88342,Low,Auto,2040-08-12,2050-08-13,3.11,Default,Healthcare,657,48324,0.89,Inventory,Canada,PA,2049-08-12
LN009357,Borrower_9357,307240,15407,Medium,Auto,2040-08-13,2050-08-14,3.58,Current,Healthcare,572,267512,0.77,Inventory,Germany,CA,2049-08-13
LN009358,Borrower_9358,320929,114926,High,Commercial,2040-08-14,2050-08-15,12.52,Delinquent,Finance,809,262538,0.53,Equipment,USA,TX,2049-08-14
LN009359,Borrower_9359,57344,322345,Medium,Personal,2040-08-15,2050-08-16,13.89,Default,Retail,311,32569,0.41,None,USA,PA,2049-08-15
LN009360,Borrower_9360,251060,343237,High,Personal,2040-08-16,2050-08-17,4.4,Delinquent,Technology,442,138125,0.46,Equipment,USA,FL,2049-08-16
LN009361,Borrower_9361,480859,448564,High,Commercial,2040-08-17,2050-08-18,5.62,Delinquent,Manufacturing,466,62921,0.58,Equipment,Canada,PA,2049-08-17
LN009362,Borrower_9362,387526,214053,High,Commercial,2040-08-18,2050-08-19,10.65,Default,Manufacturing,568,232954,0.47,Equipment,Canada,PA,2049-08-18
LN009363,Borrower_9363,204618,18878,Low,Auto,2040-08-19,2050-08-20,14.43,Delinquent,Retail,393,108543,0.48,Real Estate,France,TX,2049-08-19
LN009364,Borrower_9364,469307,84100,Medium,Auto,2040-08-20,2050-08-21,6.24,Default,Technology,405,137995,0.28,Equipment,UK,OH,2049-08-20
LN009365,Borrower_9365,463819,341773,Medium,Auto,2040-08-21,2050-08-22,13.19,Default,Healthcare,612,437538,0.74,None,USA,FL,2049-08-21
LN009366,Borrower_9366,164484,449636,High,Commercial,2040-08-22,2050-08-23,8.83,Delinquent,Manufacturing,535,116872,0.65,None,France,OH,2049-08-22
LN009367,Borrower_9367,115489,495308,High,Auto,2040-08-23,2050-08-24,14.46,Delinquent,Healthcare,359,317404,0.99,None,Germany,GA,2049-08-23
LN009368,Borrower_9368,449874,224059,High,Commercial,2040-08-24,2050-08-25,4.2,Current,Healthcare,708,453480,0.23,Equipment,USA,TX,2049-08-24
LN009369,Borrower_9369,498057,44168,Medium,Auto,2040-08-25,2050-08-26,14.67,Default,Finance,659,322656,0.2,Real Estate,USA,GA,2049-08-25
LN009370,Borrower_9370,447765,251396,High,Commercial,2040-08-26,2050-08-27,8.01,Delinquent,Finance,532,399793,0.56,Real Estate,France,CA,2049-08-26
LN009371,Borrower_9371,263667,251481,Medium,Personal,2040-08-27,2050-08-28,14.41,Default,Technology,400,142946,0.24,Real Estate,UK,IL,2049-08-27
